structure_id,source,panel_id,target_id,uniprot_id,structure_sha256,structure_family_id
c00143,confirmation,human-domainome-v1,P46934_PF00397_836,,5279b444f8e8629bb5dd74ead2cb882c3d88ab52400fb01be191ef603eabd98b,foldseek-family-0bd04fe9d2fe
c00144,confirmation,human-domainome-v1,P46937_PF00397_162,,1ecd37e88476a984d36339c7b215b27abccef25ec44da9334a94b05b503e4bfd,foldseek-family-0bd04fe9d2fe
c00145,confirmation,human-domainome-v1,P46937_PF00397_165,,7572cdcd214e185707de7d7a81f0e598c8241e0d5758b572dab3a2886ba6ef6a,foldseek-family-0bd04fe9d2fe
c00146,confirmation,human-domainome-v1,P46937_PF00397_226,,838cfea521bc3c43ae623279053d943ac55fb9f232aecf8e10023b3d54dc9d42,foldseek-family-0bd04fe9d2fe
c00147,confirmation,human-domainome-v1,P47974_PF00642_193,,ea2ce52555325d2cf46bca68cbd44a0eea647fdab43ebe22c04a3662adf66346,foldseek-family-9cc45a3ec4a0
c00148,confirmation,human-domainome-v1,P48431_PF00505_42,,57088f81c22168b26edb04b9c9854260ec3c4511a19ed6c8e00cb8cc91131a34,foldseek-family-a7e0e568ea58
c00149,confirmation,human-domainome-v1,P49335_PF00046_280,,432952dce753c9879524909b1fd5d4bf7d4d2c968629f07e354f44ff04f6d3aa,foldseek-family-8fdcdcc01614
c00150,confirmation,human-domainome-v1,P50539_PF00010_70,,78e40ae60be8cef41ea1ac47b11d799fc210a0b9168d7f5b5387b480fc4dc918,foldseek-family-d9afd602f568
c00151,confirmation,human-domainome-v1,P51451_PF00018_59,,5313e1563de1606f42990bd09b6939be2c8435f4fc918892b52a6826e803ef4c,foldseek-family-8842538ce269
c00152,confirmation,human-domainome-v1,P51508_PF00096_331,,ed30815ed93be85d79753fead2c1f25df123d082b1072674aa2071fdb5d322b9,foldseek-family-4a10d7d27713
c00153,confirmation,human-domainome-v1,P51508_PF00096_555,,725803c6a8b59a0130644c9f857ebab87848023400a797741b62fcfd7bd2b056,foldseek-family-4a10d7d27713
c00154,confirmation,human-domainome-v1,P51608_PF01429_91,,2525bed0f2b82c1e7c57f2ba257286a5035e364ed83f7917031825c7e333f488,foldseek-family-ba85664464f6
c00155,confirmation,human-domainome-v1,P51687_PF00173_87,,19ffac8277a71b43ec4f27cadb5cd88cd79d89c43770745e152a4823219a2940,foldseek-family-9efa1850c1a1
c00156,confirmation,human-domainome-v1,P53673_PF00030_14,,7ad31fd08aa4615df9d111261d23061ce2b4f1b9a5925e7844ad3609ecec1699,foldseek-family-a6a5f535b121
c00157,confirmation,human-domainome-v1,P54277_PF00505_572,,76bad8a3003d05f16d0681a36b7a663f7802d54247a7e54e67b55ae359e0f402,foldseek-family-a7e0e568ea58
c00158,confirmation,human-domainome-v1,P54727_PF00627_186,,8708e2a47c890d6a9d09f9b8a476edb8d38502d5002fd9beef47d45ed1c38d7e,foldseek-family-b17f3da2e271
c00159,confirmation,human-domainome-v1,P54727_PF00627_361,,68384fc934fcd199c9c9b770c0b15049b12666de58e3a0b3be8594efb7f283d7,foldseek-family-b17f3da2e271
c00160,confirmation,human-domainome-v1,P54821_PF00046_96,,9e5660c207cc44cc9b1887e17bf7e2d40e3a87462a5c5fb51b8f4dbfd8c917c1,foldseek-family-8fdcdcc01614
c00161,confirmation,human-domainome-v1,P55072_PF02359_26,,39453d5d6ef7faf9d07cc349fce7c437709f819517dfc192525e4781d4a977c4,foldseek-family-6d10b650f252
c00162,confirmation,human-domainome-v1,P55895_PF13341_415,,173affea4ddbfbd9c9a7b78187300d4fc2a3afb45524f07d3e7bc15b59d383c4,foldseek-family-de2b6e594552
c00163,confirmation,human-domainome-v1,P56915_PF00046_162,,5fa83afdc916fb04d88ff6944ec7fd225d82d4fa99ab7803dd1fc33fa1a5808b,foldseek-family-8fdcdcc01614
c00164,confirmation,human-domainome-v1,P60002_PF05129_3,,2f015d2088c00db4784e93aaf5575430ef9191fa4ec75cb7d74567b0f05d3670,foldseek-family-25458ea79d29
c00165,confirmation,human-domainome-v1,P60321_PF05741_63,,35ee62eabd73715727924e90601b83c0b1c28cd5d81388008a60a6888bb2269e,foldseek-family-c7ea888f673e
c00166,confirmation,human-domainome-v1,P61024_PF01111_1,,7fdead2f89d72177b01102c0490a2561696497139a76b24341b41c8ca153c7b6,foldseek-family-f3d757078e47
c00167,confirmation,human-domainome-v1,P61086_PF00627_158,,4804833dee6cad878640f19bdcb2bcb935c6da2eaa00eee59d460f0334566478,foldseek-family-b17f3da2e271
c00168,confirmation,human-domainome-v1,P61960_PF03671_4,,43eab614485c68ad3b20813911b289be2e63c9d2cf0a7e2b14f7cff35b2ce4cf,foldseek-family-12b45d4f06f3
c00169,confirmation,human-domainome-v1,P62993_PF00018_159,,1f5fd669a3453be8d04f5a5b3a0e7946763bd178614584b1fb5c1acacd563dfc,foldseek-family-8842538ce269
c00170,confirmation,human-domainome-v1,P67809_PF00313_52,,044c04ce81db3432b5dfdfc5b7d9316a9ab9dc13933f7f7cb89920bc727ff80b,foldseek-family-685589e3eb06
c00171,confirmation,human-domainome-v1,P78352_PF00595_157,,e6f994f2138766e2452cb724481cd018e0d8fe59abf71bc22bcdeb36ba51720d,foldseek-family-2d3185287d98
c00172,confirmation,human-domainome-v1,P78352_PF00595_309,,9b6a583d1c78776e29e66f992a58710c11794a946bf36dd4bf1d1ca5a969daa5,foldseek-family-2d3185287d98
c00173,confirmation,human-domainome-v1,P78352_PF00595_60,,e6555ce6c2d1252b117e08829e1869b54078a34e1de37f1fb981e3c0820c1f53,foldseek-family-2d3185287d98
c00174,confirmation,human-domainome-v1,P78424_PF00046_609,,368a4be64fc873b9c8ddc74d34e24455696981ab53514c5947cd4f7952246003,foldseek-family-8fdcdcc01614
c00175,confirmation,human-domainome-v1,P78545_PF02198_50,,9ddff0cca9bfe0b645be8716bac76322a0f8660abd8b4cf2aee81bddfc626723,foldseek-family-c20c80a98266
c00176,confirmation,human-domainome-v1,P78563_PF00035_80,,6224dd61f83be9120deadc6a5edca197780b09042c81575464817dca7108ca19,foldseek-family-e9ecc65ecf3b
c00177,confirmation,human-domainome-v1,P82979_PF02037_3,,0aad0441f7a565d6831b8d309914a53cc63c668dde4e5dedcb6b65a0cf57651c,foldseek-family-18dd82217f72
c00178,confirmation,human-domainome-v1,P98175_PF00641_214,,244927bedde32b5ccd0d6604226beedf4064912f3e610e9ee4250f909b7acdee,foldseek-family-6536a86514bd
c00179,confirmation,human-domainome-v1,Q00839_PF02037_6,,ffaa6240cb6006f1a05bb2c6090f3f6332210bafd3650c0fcc234bb20ba66c25,foldseek-family-18dd82217f72
c00180,confirmation,human-domainome-v1,Q00987_PF00641_299,,188ba185d3012442ff15b89aade769b9018e6288ed046c24a06fac4f2ff5af04,foldseek-family-c0c5fe279857
c00181,confirmation,human-domainome-v1,Q01543_PF02198_116,,f8bd8333e2157255b65619355abf330db15cee9e96b2988a49da2e94a9140c1d,foldseek-family-c20c80a98266
c00182,confirmation,human-domainome-v1,Q01826_PF02376_371,,aa46865cf916e20c6491def735f04b5579b4807298281537488e87d42a04000a,foldseek-family-05163d54f556
c00183,confirmation,human-domainome-v1,Q01826_PF02376_494,,bcdc0bdb0657c592f6a075660e22932ea6ed5d95b88e7216bc5ec39c91edd38c,foldseek-family-05163d54f556
c00184,confirmation,human-domainome-v1,Q01826_PF16557_178,,c48c567782fc68d6f96e472f46a1cc9e687dac51318397c9b13d86eb450fd49f,foldseek-family-cd8250e67d7d
c00185,confirmation,human-domainome-v1,Q01851_PF00157_266,,61a094a27fefab02c664e459708515f944bae55a8740ea79fbdc7544cd826166,foldseek-family-668cb0514ee7
c00186,confirmation,human-domainome-v1,Q01860_PF00157_134,,0f257b61e1622b3eac503901a84b01f8658d206ed2f6ffed7c8a700af1bc83a2,foldseek-family-668cb0514ee7
c00187,confirmation,human-domainome-v1,Q03052_PF00157_247,,5d9269a54c62f7a60a67bba914e51ec5e4908438254621fbc1e7d0a739bcdffb,foldseek-family-668cb0514ee7
c00188,confirmation,human-domainome-v1,Q03181_PF00105_71,,79967bd18d7df574ef34ec09d66676c302115c1ae829e459de7f69aac04c1d1d,foldseek-family-b6f033cc1c5b
c00189,confirmation,human-domainome-v1,Q05066_PF00505_61,,111beeca4bf96c91e7972d519e46ba38a5b85b7956903b2c6cd8b710f0e76969,foldseek-family-a7e0e568ea58
c00190,confirmation,human-domainome-v1,Q05195_PF00010_58,,c9adc44346a701557da2ddf347249f7d3b74b783202b229c9a90c22607239b57,foldseek-family-d9afd602f568
c00191,confirmation,human-domainome-v1,Q05655_PF00130_228,,d8e8dac2660caec316c3f76b1ccdc359de107677371e047a463b650af0aeaf24,foldseek-family-659fe476592c
c00192,confirmation,human-domainome-v1,Q06187_PF00018_215,,fe5d07f25c607537264c751ed5870dc0c6e2a80f5d8dc7a72fe830d98038028f,foldseek-family-8842538ce269
c00193,confirmation,human-domainome-v1,Q06546_PF02198_172,,d81099b4020794bb7cced6f9c4d9670dd53cac69ba76acac08d81c4da1e8da9b,foldseek-family-c20c80a98266
c00194,confirmation,human-domainome-v1,Q06787_PF00013_217,,780a7b51450b96cf596d1c86f13e6f1d0d0e70790ff1c57b0ea7a38040670720,foldseek-family-a3e41f03edc1
c00195,confirmation,human-domainome-v1,Q06945_PF00505_60,,782b1cd4f0e8348807d6b5db77d608eac44da9dab90831fae55ad1b0c899abed,foldseek-family-a7e0e568ea58
c00196,confirmation,human-domainome-v1,Q08881_PF00018_172,,ba9a2502b5c50227a60d69d26a4683ee08ffbbf1eade5e1f2416f8299c5e71e8,foldseek-family-8842538ce269
c00197,confirmation,human-domainome-v1,Q12824_PF04855_181,,97e2013a57cbf2060a84e74c78c92ed412ecefec33f5544e983a2b1cf3a80f8b,foldseek-family-89b8fb220a44
c00198,confirmation,human-domainome-v1,Q12837_PF00157_256,,6130f1fc772feaea57590c770aa071a1d2cf1537944e24ac4f8dd4a27949f166,foldseek-family-668cb0514ee7
c00199,confirmation,human-domainome-v1,Q12873_PF00628_374,,38bf83b5b03078fc070deefd663773cd91590f4fe245312ff23f17465cf6c54f,foldseek-family-3918385a7469
c00200,confirmation,human-domainome-v1,Q12899_PF00643_97,,9856556ec83412989e9a3732eda6998663e99697d086ebd111f9463fd690e7cf,foldseek-family-ac5efd723589
c00201,confirmation,human-domainome-v1,Q12929_PF00018_533,,7aec0310fe1445cb9de3fc3caa523ec09d29d7f1a3f042d16c08d5d235f73153,foldseek-family-8842538ce269
c00202,confirmation,human-domainome-v1,Q12929_PF18016_720,,679008586fa28f095be7fcbdb797822a10ff4b6e145459e9a4ee7b1e57a4baf7,foldseek-family-090a8aab2123
c00203,confirmation,human-domainome-v1,Q12965_PF00018_1051,,8702b8749ae916eec059b6cec775795f530faa2cbd99f718bdfd6be1201c5c31,foldseek-family-8842538ce269
c00204,confirmation,human-domainome-v1,Q13009_PF00595_843,,9537a8231f7b7d9f336fe0a390badacfb400cf6ee70df71244a41e861ab10e55,foldseek-family-2d3185287d98
c00205,confirmation,human-domainome-v1,Q13148_PF18694_5,,6ebacb98c069e84798c183509361835964c6d4955673a87b15c9586b2317516e,foldseek-family-49c4a396f5d0
c00206,confirmation,human-domainome-v1,Q13163_PF00564_15,,d5e07cbaba9969fb5f5385807afa241a34a35bde8b9a1a73a2640793355719c0,foldseek-family-339849e11038
c00207,confirmation,human-domainome-v1,Q13263_PF00628_620,,727520f9544f5868c1718cc56a5fce0ff5a04659a317b96173d22ea2ef59a5e6,foldseek-family-3918385a7469
c00208,confirmation,human-domainome-v1,Q13368_PF00595_132,,da22af05307f0dd8275a52174b0bb62efc00b0bda0e1a2e192dbe8d89d5309ef,foldseek-family-2d3185287d98
c00209,confirmation,human-domainome-v1,Q13424_PF00595_79,,f8ddaa7d01e18a3d4bb24ec1112f9684546c4aa369f927d0ece7741c2ff4035f,foldseek-family-2d3185287d98
c00210,confirmation,human-domainome-v1,Q13472_PF06839_812,,0cee79a7b5d345bdc8f98bcbe47b8b3561e108f43accc6c2705d6ba493788c4b,foldseek-family-0216fe5af997
c00211,confirmation,human-domainome-v1,Q13501_PF00569_120,,1f87a80c5268f1a6a2abdc1b69b15828e1a9a0854fe92488cfa5c9aa6347be44,foldseek-family-0ee6e166b89a
c00212,confirmation,human-domainome-v1,Q13501_PF16577_389,,8e0cc9d1352c227be867fc82059fa55b526c963d6995c0be951e4b182e23f847,foldseek-family-75b915a9c420
c00213,confirmation,human-domainome-v1,Q13526_PF00397_1,,5f53d5f17133b1fa81dc43370dc38e371d458c623fdaf5464b2f4635ccb73047,foldseek-family-40a9153e0863
c00214,confirmation,human-domainome-v1,Q13642_PF00412_160,,9a1d9b1975c0b3018333147ecac22bb2b4d5194c1e1a02d97c80b6529fc29454,foldseek-family-fc04d2f8ea8a
c00215,confirmation,human-domainome-v1,Q13642_PF00412_99,,77ca46547340a0a07a6e9c600bff8b3afed6499ca0696e250078469779add726,foldseek-family-fc04d2f8ea8a
c00216,confirmation,human-domainome-v1,Q13813_PF13499_2327,,c9b705662bafa02588c193ecc2344bd2674b0c24cde44d8cc4663bd562e378b5,foldseek-family-ec187f3b6f42
c00217,confirmation,human-domainome-v1,Q14151_PF02037_27,,91262ebf452457f9a2c4025f9c9ea817d0208c761b86a0952827f81d3d899858,foldseek-family-18dd82217f72
c00218,confirmation,human-domainome-v1,Q14160_PF00595_857,,3d8ffce2ea0dc47d7e8e3407b452106ec915e5e149fe8abdcd794155772f341e,foldseek-family-2d3185287d98
c00219,confirmation,human-domainome-v1,Q14192_PF00412_38,,f7ce471827e9ff2f3ea64a7ce3ea6eb06d798f37d998acb7ca26181fd1ad6518,foldseek-family-fc04d2f8ea8a
c00220,confirmation,human-domainome-v1,Q14202_PF06467_350,,68a84b60164afe1526fb15cb839d27fd170a85f209bd342e1f66987c3a5ad173,foldseek-family-aed4658f5dde
c00221,confirmation,human-domainome-v1,Q14202_PF06467_405,,1165e6fa45cfef636a846be94f4bb5077e4e99fd3bbda1d6249766295b62f1a3,foldseek-family-aed4658f5dde
c00222,confirmation,human-domainome-v1,Q14839_PF00385_623,,1a93138edb700e7bcb80a5ae97ef827d35013dad4e4d29578c9e7040dc85ecd3,foldseek-family-0fa14c7c72c8
c00223,confirmation,human-domainome-v1,Q14839_PF00628_365,,e04c0bc69f9476653272f7de2a64d18df94507e6c540e3c0ec72547382441d9e,foldseek-family-3918385a7469
c00224,confirmation,human-domainome-v1,Q14839_PF00628_444,,90256941a7bd6de397d7df5e24a2ba988bec32ba330de8963aa4521f2613a366,foldseek-family-3918385a7469
c00225,confirmation,human-domainome-v1,Q14995_PF00105_103,,7f66a4bdf06ae84c052c11d246156c7906391c71bb0e86302019231cb0513c49,foldseek-family-b6f033cc1c5b
c00226,confirmation,human-domainome-v1,Q14CM0_PF00595_75,,ccdc4cf2daeebf2bac5e2a07507eecfc3597a1e176f98a64b96623d762be9ced,foldseek-family-2d3185287d98
c00227,confirmation,human-domainome-v1,Q14CS0_PF00789_256,,9942a5c0dcc07fd519d8edd98f45929f65f32d75026fe7280b9dcc0006403d4e,foldseek-family-ae2d8202d963
c00228,confirmation,human-domainome-v1,Q15319_PF00157_185,,fcc4dd6e443f608f3ebb3f2b55e213d5219266f1363d096fd3d98d605213c606,foldseek-family-668cb0514ee7
c00229,confirmation,human-domainome-v1,Q15365_PF00013_278,,969421b5b0a1b2421880906dd0fa6d89fba7a604f94574a115e27677541d91ba,foldseek-family-a3e41f03edc1
c00230,confirmation,human-domainome-v1,Q15424_PF02037_26,,0e79a26055c012517232bde0801fe73016a4085bf126476a3796e3de54d7c208,foldseek-family-18dd82217f72
c00231,confirmation,human-domainome-v1,Q15475_PF00046_131,,e0a4f83fd2220a6a4fa777994222b3ec34e624fc7f625b69da58b2c9fa4365dc,foldseek-family-8fdcdcc01614
c00232,confirmation,human-domainome-v1,Q15554_PF00249_489,,88de4e7cab98c4250dbbb699571c171b47f34e90715c2f7d5813d939dc412862,foldseek-family-b9d7186d8578
c00233,confirmation,human-domainome-v1,Q15699_PF00046_134,,44fc8d26e6e7b23dbdce12cb2affd8ad0ec70027177428f81a184ca856a7b012,foldseek-family-8fdcdcc01614
c00234,confirmation,human-domainome-v1,Q15811_PF00018_1003,,f5e52c444b950e4a2a218fcf4241e6e9faf1aebd9fd7b0762b9bc51fffe79c6d,foldseek-family-8842538ce269
c00235,confirmation,human-domainome-v1,Q15811_PF00018_1156,,1d028d299baed6a907de5e622a0e5652e5fde8da55d86e08d062bd6a246f16e9,foldseek-family-8842538ce269
c00236,confirmation,human-domainome-v1,Q15811_PF00018_909,,54c07c129574e7b9a6275f70fee7dad77627417c486af877819058ce71eb46b7,foldseek-family-8842538ce269
c00237,confirmation,human-domainome-v1,Q15811_PF07653_1003,,f5e52c444b950e4a2a218fcf4241e6e9faf1aebd9fd7b0762b9bc51fffe79c6d,foldseek-family-8842538ce269
c00238,confirmation,human-domainome-v1,Q15942_PF00412_504,,72ebf0a092cd070ea7d61a5a90f781b6c593a22f33ff69f1f03b733739d1f5f4,foldseek-family-fc04d2f8ea8a
c00239,confirmation,human-domainome-v1,Q1KMD3_PF02037_1,,5d296f9773436cc5edcc8aedf6e1cb2552d4fe6ee4498e50d5da5f01e2af6801,foldseek-family-18dd82217f72
c00240,confirmation,human-domainome-v1,Q2Q1W2_PF00643_274,,142689654cb5a2dae4c246b7192e44b1c5ab3d7e077c0f75688b2e7134c32228,foldseek-family-ac5efd723589
c00241,confirmation,human-domainome-v1,Q5F1R6_PF12171_315,,76330584875b17852679e5d17bc93d0fc744e353a42cb8c75e85984c1f351d89,foldseek-family-7e60ff488fba
c00242,confirmation,human-domainome-v1,Q5HYK7_PF00018_664,,37bebdad7ff329639745241838737192ffbc15f366e69d17aa26888c5107532e,foldseek-family-8842538ce269
c00243,confirmation,human-domainome-v1,Q5SQQ9_PF00046_102,,b94fbd7a2bc317e0b0a7686f1dc327ca2da612ccb753eb4da75bfaa10588456e,foldseek-family-8fdcdcc01614
c00244,confirmation,human-domainome-v1,Q5TCQ9_PF00397_287,,f965c703d2a8c86c1b0dabf8942aaf3aa0f8f1b7d58d35caabc4469e8071294d,foldseek-family-0bd04fe9d2fe
c00245,confirmation,human-domainome-v1,Q5U5Q3_PF00013_325,,8a7870944a7ddc1f1eac3bd09e7817174ca32e7315cfa4eeeee13b0a0762a6f7,foldseek-family-a3e41f03edc1
c00246,confirmation,human-domainome-v1,Q5VTD9_PF00096_221,,0c812cb876a31abf8ba0064d448d3b8e0e84e10b4eff1d81aaf0aa9b6d1041d5,foldseek-family-4a10d7d27713
c00247,confirmation,human-domainome-v1,Q5VVJ2_PF00249_120,,166f6ecfdd23bae41288493f3dcb146fa4d547816b1d89723af0f7fdb1cab650,foldseek-family-b9d7186d8578
c00248,confirmation,human-domainome-v1,Q5VWI1_PF01846_448,,170ccc3b012968173a4e7a09109ba6df6f1e02ea8fbf8f03b714b4158de4a72c,foldseek-family-6c7cc5cc429c
c00249,confirmation,human-domainome-v1,Q68DC2_PF00536_774,,3945eb5172c2c9adba15fe9ff3cdf422082d3da5e14b49fdb10dd943dee241db,foldseek-family-893035036018
c00250,confirmation,human-domainome-v1,Q6NWY9_PF01846_274,,58beaf675e707bef3f8e2fbf4f2e8df93e1341094f25644978fb3c07bf0e0c89,foldseek-family-6c7cc5cc429c
c00251,confirmation,human-domainome-v1,Q6P0N0_PF00249_878,,1c770dcf16ab649fc3d84748c18b7010223f1e2c233f718c9ed3017dfbf9566a,foldseek-family-b9d7186d8578
c00252,confirmation,human-domainome-v1,Q6XZF7_PF00018_146,,eee386b2908e914cf3fd868507f2e57eecac5ef1d42f08d4fce79c05be6d53e2,foldseek-family-8842538ce269
c00253,confirmation,human-domainome-v1,Q6XZF7_PF00018_1516,,11be1db0828f498228600df6ebc33e1a1f59766c4893e856ac569b632e6d419a,foldseek-family-8842538ce269
c00254,confirmation,human-domainome-v1,Q6XZF7_PF00018_242,,7683e77bb0aa2889c6afc243a3c59e1a120757f16cf2c1754f31fab0a50a1326,foldseek-family-8842538ce269
c00255,confirmation,human-domainome-v1,Q6XZF7_PF14604_147,,334a1495a1b3512dd1a12cb0b2533a2873bb7da14adef05d49099b962d6be713,foldseek-family-8842538ce269
c00256,confirmation,human-domainome-v1,Q6ZN01_PF02037_170,,6bfe515eb9e0212d10de4fee4cf279d2d491880ca932f10b42ce5e84b1bd013c,foldseek-family-18dd82217f72
c00257,confirmation,human-domainome-v1,Q6ZSG1_PF13639_293,,01f3717c4f955e1de4dbea8ebb233cbbea5b4e7e18aca2904179f8eaffecfca6,foldseek-family-a208c21e9493
c00258,confirmation,human-domainome-v1,Q6ZVD7_PF10264_112,,b2a4fbf19158fae380461a2f4a192935c83fe978e6e614ac6c0a89709df8bb8b,foldseek-family-ef729c29677c
c00259,confirmation,human-domainome-v1,Q6ZWJ1_PF00397_493,,8dc3c82075a5060a002f44555462d6656327f67d50be096fbb70b083c2219ee7,foldseek-family-0bd04fe9d2fe
c00260,confirmation,human-domainome-v1,Q7L590_PF09329_383,,f66c21dbb2d6d5d3c9b835c0804720b1b96e8a86d7a174ed4d3ad322b18553b1,foldseek-family-28ee1d65d8c9
c00261,confirmation,human-domainome-v1,Q7Z4I7_PF00412_13,,4b899f3222a6fea07781f80c827f18cdf1460db3f87d9542890b0d264d42db23,foldseek-family-fc04d2f8ea8a
c00262,confirmation,human-domainome-v1,Q7Z5Q1_PF16366_513,,57cd7b2a5c394b58bb0049dafaeb9dff16f8990373e61ebcd593ed5a68b72f31,foldseek-family-c513be0675ad
c00263,confirmation,human-domainome-v1,Q7Z6B7_PF00018_744,,ccd7e7f8f768dedfb01fdafa1156205c8ee516a66a0a1d7b180023214551aab6,foldseek-family-8842538ce269
c00264,confirmation,human-domainome-v1,Q7Z6G8_PF00536_812,,02c9cda0233b21af37e61c7839ebb14297392d701fc72521a78328f60790b28d,foldseek-family-4c49d3340b9a
c00265,confirmation,human-domainome-v1,Q7Z6W7_PF00226_3,,3e65f2c5f11038a4b36a667ae11827c134f2b7c707e081c2162207046d36fd8a,foldseek-family-1dff15767f11
c00266,confirmation,human-domainome-v1,Q86UL8_PF00397_296,,efbae78114df5e52b77ce8e7805ed1969585e882c049c1ea4eeb5793cca74166,foldseek-family-0bd04fe9d2fe
c00267,confirmation,human-domainome-v1,Q86UL8_PF00595_1144,,5972d625af0df66b5120ab1dfb443a687a9de7c14aaff5953fde4812c1c05f6f,foldseek-family-2d3185287d98
c00268,confirmation,human-domainome-v1,Q86UL8_PF00595_601,,d49898a4b4e1b198f04e153a96112b1cbe06ebb0b689ca9c9b7f9d452e82699e,foldseek-family-2d3185287d98
c00269,confirmation,human-domainome-v1,Q86UL8_PF00595_774,,c3568fc4ef03e04a63f033eb19f28a878b2440abb469b5a9c6898f2e2ac61a24,foldseek-family-2d3185287d98
c00270,confirmation,human-domainome-v1,Q86VP1_PF18112_729,,12a4392cd3725b8cebf04a84320199932123f7760a9a06ecbc5fd0c86b33921b,foldseek-family-2a8f6439f2c2
c00271,confirmation,human-domainome-v1,Q86WN1_PF14604_467,,6c3cae93a24be34e8135c2b1e36d43f4210766bc86e3e94bb87d4d268e559bc1,foldseek-family-8842538ce269
c00272,confirmation,human-domainome-v1,Q86XN8_PF00013_273,,52345b7ecee1209eea9fdd7f0a9fed13bba6e6e44874c0f2070568bf4d6c1d54,foldseek-family-a3e41f03edc1
c00273,confirmation,human-domainome-v1,Q86YT6_PF18346_247,,00ec9513147b9d9968c4e839be37e1287e692e7ff63eba26658c8c0a547fef6a,foldseek-family-d7ac244ced51
c00274,confirmation,human-domainome-v1,Q8IV48_PF02037_65,,fe30472569ea4f83a53978dd55e1798b2c5d7510c3cf120ad4b87b4728bb0582,foldseek-family-18dd82217f72
c00275,confirmation,human-domainome-v1,Q8IWR0_PF00642_906,,5e228e018a2f495d8cf48c34c85c90e0a0afd7ea7ce8bf930857c058629b9de6,foldseek-family-bb0156902b14
c00276,confirmation,human-domainome-v1,Q8IWT3_PF01485_2234,,2c50fff101b2d1fa0a3ab4722a236864001b9df7259a0cd361f274972588fb6a,foldseek-family-6a55fdab6c8b
c00277,confirmation,human-domainome-v1,Q8IX12_PF02037_625,,8b5e02f4aad96256d5a1c7e77630f5c7514818ca592fe6aee9fbebed3328fe1a,foldseek-family-18dd82217f72
c00278,confirmation,human-domainome-v1,Q8IYH5_PF00249_653,,b6ef79e0112bd5f206fe98bb27daf85e00df848d2d14c4275ab2b5d638257aa6,foldseek-family-b9d7186d8578
c00279,confirmation,human-domainome-v1,Q8IZQ8_PF02037_363,,e7aeee71fef17599239bd74b113264ec151a682f900ea80c45b50deb422dc5ce,foldseek-family-18dd82217f72
c00280,confirmation,human-domainome-v1,Q8N157_PF00018_1053,,5848cdedbb055d26087afad83ec84a8713860b27f2c69e7d189066d9419ced97,foldseek-family-8842538ce269
c00281,confirmation,human-domainome-v1,Q8N3X1_PF00397_200,,43f6b9bdc4ac3f63d6716750d6c90892d0239c87104166dc3723964ade665d4d,foldseek-family-27989bda9f98
c00282,confirmation,human-domainome-v1,Q8N3X1_PF00397_593,,54a5efb40b1412c84191396f9f15541bfe9a27b94a6a400e06a06845aad39734,foldseek-family-884cb2600e9f
c00283,confirmation,human-domainome-v1,Q8N5C8_PF02845_12,,e1a71f86d9d5f5445bae1fbd20ab7b4a00610df4c7323feb924a35d6378ff8c1,foldseek-family-fc9842b67ba3
c00284,confirmation,human-domainome-v1,Q8N8B7_PF08711_30,,198655f5a8a707116e6a8f5b3b473ef62a4be597079e25a74eef6c0c87c2fa18,foldseek-family-82e139eeaa87
c00285,confirmation,human-domainome-v1,Q8NB78_PF07496_139,,e238b9a0b182bd83a77f6247311ca286dbd7113dcd99c0d4759056f852dbfd18,foldseek-family-3e766d04927b
c00286,confirmation,human-domainome-v1,Q8ND56_PF12701_7,,1e4e6164da5e139f7cbb5914514d77548ecc66a5b7be14a9904ab45886a0806a,foldseek-family-251b24f5856b
c00287,confirmation,human-domainome-v1,Q8NEA6_PF00096_414,,b24965dc605bb8ba16a918f6750422c74b32573d384c2b9b28d8a4055db10221,foldseek-family-4a10d7d27713
c00288,confirmation,human-domainome-v1,Q8NEA6_PF00096_473,,db3690960e532d2fac0996f9e263dc2a5e4f9ba8fc2798a63b79c968668ef9e5,foldseek-family-4a10d7d27713
c00289,confirmation,human-domainome-v1,Q8NFW5_PF00046_73,,673bfec43a69bcc0e1fc1262e0a93e4a6be9670708f904372e9474cbe1956887,foldseek-family-8fdcdcc01614
c00290,confirmation,human-domainome-v1,Q8NHM5_PF16866_656,,f8ebfb70adb8b5575ab89977d5c185cad4d0b637ad8a47f8c56b797fcf159a7b,foldseek-family-f2d59d392b38
c00291,confirmation,human-domainome-v1,Q8TAT5_PF00641_316,,1175163497021d58893e644c2b2b83e468bbf782d654c8941a4562612685424e,foldseek-family-6536a86514bd
c00292,confirmation,human-domainome-v1,Q8TDD2_PF00096_325,,d4c1c7bf168410a418318f389d795de78f83bdaf61d82a8d129db23487947e6a,foldseek-family-4a10d7d27713
c00293,confirmation,human-domainome-v1,Q8TDI0_PF00628_411,,7813b8c9dce8f18ec7b806c1188368c68c0ced9edea3f631c1d35cf96d8f3b60,foldseek-family-3918385a7469
c00294,confirmation,human-domainome-v1,Q8TEW0_PF00595_457,,ee1966cc54a6e7de838899c0a47b7b252618ba94b0ea223035ce7765eccc7265,foldseek-family-2d3185287d98
c00295,confirmation,human-domainome-v1,Q8WU90_PF18044_104,,d50c6088e15e391153b877ba96ba6174d3dc598e623477dfa9360db0c583ab88,foldseek-family-bb6d0e6d7436
c00296,confirmation,human-domainome-v1,Q8WWH4_PF07647_273,,e05d654ec011161f556ffc757be4c45e8313c26f1ab9844810086f70453d4235,foldseek-family-4c49d3340b9a
