assay_id,uniprot_id,sequence_sha256,sequence_length,model,embedding_dimension,embedding_path,embedding_bytes,embedding_sha256,device
RCD1_ARATH_Tsuboyama_2023_5OAO,RCD1_ARATH,1940ae5884d2fb3502042b31e05528006d3b0764f9b01b374902d6668e21bb41,57,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-1940ae5884d2fb350204.npz,68343,a08103efedd08e568d390ee8f4b98fe46d394697d956ebd5c0890d0e4713b494,mps
RCRO_LAMBD_Tsuboyama_2023_1ORC,RCRO_LAMBD,24b2e5875f4a52e610ee511050f4c345d6feceaeb3666c4199049d2ef846db62,63,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-24b2e5875f4a52e610ee.npz,75544,793fd0766a1d07a29dfebe7bc434b8a9d5e2c33638af450b7d9fb7c771a63c71,mps
RD23A_HUMAN_Tsuboyama_2023_1IFY,RD23A_HUMAN,563296d6558ac2ef2c01fa9956b485a1c16ed10d686668d95d556fe332243691,44,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-563296d6558ac2ef2c01.npz,52941,b9156542fbf4976444f07e73197b953e9a43c52743621e4c0113782661d7277c,mps
RDRP_I33A0_Li_2023,RDRP_I33A0,2fe9f77e6349d3fe15e9e58baa3c45f3521f004eee905e1da1312eddf60aed81,757,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-2fe9f77e6349d3fe15e9.npz,897652,376b68aa5dc97617f1067bea839244adaa0b49cf4e940be75d5f14768a1a6335,mps
REV_HV1H2_Fernandes_2016,REV_HV1H2,19dc6b99f4ee9fdb7b2b0ce2b74acad96ed300e4e6aad826ced3ce4f9cb6baad,116,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-19dc6b99f4ee9fdb7b2b.npz,138200,0950f746adef45cdf513e654ec0c84fcad3a9c5177564aa9b7001215989ad4b4,mps
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,74b06461a9d1b2d2026bcbc9f3d4238585f14ef6bd4cd9f4ffbd418363d7d5ff,55,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-74b06461a9d1b2d2026b.npz,66005,210e2d35c7f77d653c413d0d1eb209b3187400a326d9ed4deb8a4bff3cd6fee0,mps
RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20_AQUAE,d99d3bf28cca30b8ca67b8688484028256d8811c51988482526eff8c5f09d0ab,59,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-d99d3bf28cca30b8ca67.npz,70710,34bdc9e5814ae32246b4caf3f41c4bd1c0cd5a3899cb922cb09ec4cc264afc15,mps
RL40A_YEAST_Mavor_2016,RL40A_YEAST,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-e0994d34ed825eedcb77.npz,152573,fcae9f22715e28872b89cb84493472d3a98f75fb826b1ff3672d3b6f6b954df3,mps
RL40A_YEAST_Roscoe_2013,RL40A_YEAST,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-e0994d34ed825eedcb77.npz,152573,fcae9f22715e28872b89cb84493472d3a98f75fb826b1ff3672d3b6f6b954df3,mps
RL40A_YEAST_Roscoe_2014,RL40A_YEAST,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-e0994d34ed825eedcb77.npz,152573,fcae9f22715e28872b89cb84493472d3a98f75fb826b1ff3672d3b6f6b954df3,mps
RNC_ECOLI_Weeks_2023,RNC_ECOLI,55249da877dc897d5de314c2b4a023ec52b5a5d892054bb094a2fc13aeede3a5,226,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-55249da877dc897d5de3.npz,268806,4edc4cb43ec082b70145af7ab4eb9b9b4c481e13031510b27c163f49675fe8d6,mps
RPC1_BP434_Tsuboyama_2023_1R69,RPC1_BP434,e5ac12deb24d9b937b86b44db8d6c64a47c5107772b1762d648501d25147ce06,61,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-e5ac12deb24d9b937b86.npz,73279,a06d70e559ba2f70c45d91ae7d06a36851d7d5eec7760c8df7d3afd40f0bf5e4,mps
RS15_GEOSE_Tsuboyama_2023_1A32,RS15_GEOSE,23260d892b2f1c7be955c13686082906af03865240d0a6da8e5a7bea65e592ce,63,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-23260d892b2f1c7be955.npz,75391,16f3198635a4a87125805174e139ea02843fafc123f052167b37738814548bea,mps
S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN,d601ee0a15fee3f217a4d46ed3a7c1e668acc1c1ca7fadb13b341fbc2ea6e4a4,553,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-d601ee0a15fee3f217a4.npz,657938,21cfd2d3c44449b4bb86a4479a0e5b14a41af43ba510b171df9030e7b481440d,mps
S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN,d601ee0a15fee3f217a4d46ed3a7c1e668acc1c1ca7fadb13b341fbc2ea6e4a4,553,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-d601ee0a15fee3f217a4.npz,657938,21cfd2d3c44449b4bb86a4479a0e5b14a41af43ba510b171df9030e7b481440d,mps
SAV1_MOUSE_Tsuboyama_2023_2YSB,SAV1_MOUSE,a33e27b03fd4cd2408b350a29777dd57e8caeb94c9ff4259ca7e29d67e1af0b5,43,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-a33e27b03fd4cd2408b3.npz,51841,e7f16526c9a80cf3bdc436f05b80f265b398bea00a5fb1f83e5354a3dea9468b,mps
SBI_STAAM_Tsuboyama_2023_2JVG,SBI_STAAM,071c87e2610af6a89e89c6a0499a9fb71b0506d220c123c4589e0956152a3686,56,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-071c87e2610af6a89e89.npz,67090,0ee34507d67b93614b9cad8764c53c127f8efc502d4e105f53215333c0a629d9,mps
SC6A4_HUMAN_Young_2021,SC6A4_HUMAN,08ab69187b319cff68eba5e95e6d06f77a7a8e75e4b1a83c000f7ed2c160d37f,630,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-08ab69187b319cff68eb.npz,747877,34ce3cb654062ffdbedb6a5605b01c7893ccdb02c878f903ba6f394384416c99,mps
SCIN_STAAR_Tsuboyama_2023_2QFF,SCIN_STAAR,b3484249ba19f9455763ce7c70b60e32175da414446350e1dc457356fdfa05a5,70,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-b3484249ba19f9455763.npz,83789,64117830c5df2d7b9f817412f30f185f84784cc30891fe8547d581b8cdc18cb6,mps
SDA_BACSU_Tsuboyama_2023_1PV0,SDA_BACSU,9b8a19a58ca0ba318b0c339a4c794cb3a19356dbf1bca9d8f81b3a1df7cadbef,44,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-9b8a19a58ca0ba318b0c.npz,52900,84cbf8e36d771c74926c0f81e9d403f51d9cbea7f6a1150142be3479a774f490,mps
SERC_HUMAN_Xie_2023,SERC_HUMAN,47ac6e9f63a78f48d4b7c4695d9271ae3d7b713159ee6909746fca1f43d8778f,370,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-47ac6e9f63a78f48d4b7.npz,440209,d41ff0411aaf197eef91b4ea246b30c8f9962b1ad53a25e2b98b045faae28a16,mps
SHOC2_HUMAN_Kwon_2022,SHOC2_HUMAN,f7c01224ad8e3f540f7346297cba253f13fd910ff86409e25862e5f392e87e31,582,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-f7c01224ad8e3f540f73.npz,692074,02c6bf0f9b79256b2c529072f244d922e1b293351d59de3519b533da6195db39,mps
SOX30_HUMAN_Tsuboyama_2023_7JJK,SOX30_HUMAN,1e7d90f7e45b1d812faaf128eb396b0904fa71ff19238f2308996b3df224f942,57,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-1e7d90f7e45b1d812faa.npz,68472,5238e6bd9d320617781da4f98a65b0e4b370f37e89eb6ec4266ff90c855c7c99,mps
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,5fd7bb16a69b9446c49b8cbe0e283cb065424c7b8b542181420d682c704ed3fd,55,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-5fd7bb16a69b9446c49b.npz,65920,b6f6338eb49154e482e69d1f818a6c95e5a71c63b2ae78db8d4c78955f1dfea8,mps
SPG1_STRSG_Olson_2014,SPG1_STRSG,296c9ffb8add18b7266735007286ea2d58f4fa839c762d10a45b3ea72405d9f2,448,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-296c9ffb8add18b72667.npz,532809,31891f976c56a14bbe6b4967c9d362e3bc7b1384b76c3558bcfebeb4c071bf86,mps
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG,d15b14deff888939d5f6c974ab66c92773aae3d07810cc067425f5ce1f60680e,56,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-d15b14deff888939d5f6.npz,67155,c63ad379b90f16634b446c209440af2103b160e8b0a392d6cc683d4d0af6797c,mps
SPIKE_SARS2_Starr_2020_binding,SPIKE_SARS2,794d56c4e53ad15197d12fcee6c8231e888d2fc60728f4ef875561b80af2639d,1273,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-794d56c4e53ad15197d1.npz,1507433,3b7332f0fafe3848763c4ec483a089e4e8a69e5c920341dfd5fd35c19123d7a3,mps
SPIKE_SARS2_Starr_2020_expression,SPIKE_SARS2,794d56c4e53ad15197d12fcee6c8231e888d2fc60728f4ef875561b80af2639d,1273,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-794d56c4e53ad15197d1.npz,1507433,3b7332f0fafe3848763c4ec483a089e4e8a69e5c920341dfd5fd35c19123d7a3,mps
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,5fe7d9ad6e17486d30f09a64b0e4317afde6f028bb243c91b9636b2becd865b2,60,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-5fe7d9ad6e17486d30f0.npz,71865,7ede9b1db86ea82ed7015c4593c5714deada268bec4785a8f0a909ccc920332c,mps
SQSTM_MOUSE_Tsuboyama_2023_2RRU,SQSTM_MOUSE,3ebd72dcf86882d7f69f633cd9431f6c598826aedce6bdf8eee3a13d436a3165,40,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-3ebd72dcf86882d7f69f.npz,48184,6e4e899e90189ccb9faa1c7db304165dadf2ab17c863ab9f252f0b87ef8eb794,mps
SR43C_ARATH_Tsuboyama_2023_2N88,SR43C_ARATH,81346251006cd7699ec780db8c419274f1044e32371600068db7abd2a89b0e53,48,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-81346251006cd7699ec7.npz,57607,7d46d1f4ee8838519faef1401b46e10d3eac94dca82791e60880bf2372ef9431,mps
SRBS1_HUMAN_Tsuboyama_2023_2O2W,SRBS1_HUMAN,9a91e2de3c9815ba9e48ff0866794adaea4df6e49cfc3e43ec262cb2f2aaa74a,67,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-9a91e2de3c9815ba9e48.npz,80410,f4911162f0198e73d4fee174825eab541611fd66d7c20b85f8424258b0adb81c,mps
SRC_HUMAN_Ahler_2019,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-bfb0c691493b552212f5.npz,637143,58412c758e5f119512e50168179e25e3aea8390448c3b45a44a78292fdb14e92,mps
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-bfb0c691493b552212f5.npz,637143,58412c758e5f119512e50168179e25e3aea8390448c3b45a44a78292fdb14e92,mps
SRC_HUMAN_Nguyen_2022,SRC_HUMAN,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-bfb0c691493b552212f5.npz,637143,58412c758e5f119512e50168179e25e3aea8390448c3b45a44a78292fdb14e92,mps
SUMO1_HUMAN_Weile_2017,SUMO1_HUMAN,2f67b0398c769dc5deb575f46362e1cad7c5a647adac36d48ce8538043ff075d,101,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-2f67b0398c769dc5deb5.npz,120580,10245df9645988a63bbb6b0b6ca006f5e29da134bf3fbef2fe679448c20acf73,mps
SYUA_HUMAN_Newberry_2020,SYUA_HUMAN,a421d4b21d1150fb3bf2a8bf74b34b76d01ae9f6574d84066be505ca5e049533,140,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-a421d4b21d1150fb3bf2.npz,166897,db0699eecd1d32f508068993d4440c7f4d7cc9d889053ee1c7ef6367b5ad8e45,mps
TADBP_HUMAN_Bolognesi_2019,TADBP_HUMAN,db904fb6bea3d836fa9c2d870a738e324e79a98b89b69b5f2492e9772b7efbb7,414,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-db904fb6bea3d836fa9c.npz,492267,0ed3701724dc54e1c12e567d6281337fc80d0da1aab3dc205ac43b0f605f63cc,mps
TAT_HV1BR_Fernandes_2016,TAT_HV1BR,ca28e9ad15eb17c0ba23b08a2ced50e2a8d5226ea97dae1b510352e319627873,86,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-ca28e9ad15eb17c0ba23.npz,102677,f9c8d25a990436d2c1c2f81875cbda2d4091a9caa31505d10a18e3644781c808,mps
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,e3ec13d0d7ff066ef89bd037ff6ad5e5b5afb226d4a954d78710461bc66d822d,37,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-e3ec13d0d7ff066ef89b.npz,44718,5da29638ce80c07578872cf2dce7917ee8e0269201766f34db0ad600dc12b5ba,mps
THO1_YEAST_Tsuboyama_2023_2WQG,THO1_YEAST,6b772d193945b6f46cb6fed83b7e9d68765a645d1f8e25672ad43417d4eed0df,41,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-6b772d193945b6f46cb6.npz,49352,b71ef10a8e9a2a962e476b90cddb13616cc80334681a3d63aa76a1e9d94dc837,mps
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN,fcbf51690593f159b448e4d47147a543231a8a73fae790171cb93b1b5c7d3b3c,59,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-fcbf51690593f159b448.npz,70686,ec2e011f821be5e60484fe1f0ea519957805fff236093491d513c3af2f04af91,mps
TPK1_HUMAN_Weile_2017,TPK1_HUMAN,f0559a57916fe3476edde5fcf068226659ef805c10686332ab7582655fa2ffc7,243,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-f0559a57916fe3476edd.npz,288677,dee9492cd015d78bda2eec2ae107d7aa653734c7fba2f5fbd5514f53c5d28f19,mps
TPMT_HUMAN_Matreyek_2018,TPMT_HUMAN,059d7c2c8feb87a96ccef6fc7f4866895687212f5bb9393c910970133e134081,245,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-059d7c2c8feb87a96cce.npz,291652,b10991ceebfbc177e07236142bedbc19184ef60c3404628b16bf58cc3722f409,mps
TPOR_HUMAN_Bridgford_2020,TPOR_HUMAN,a74ceb2bf389952cef98a99c475bb870eb0ecf75c88e1802fee05bb8ddba44ca,635,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-a74ceb2bf389952cef98.npz,754497,a054d8a326b5db4e4f04c636585ede2d2424b19cbb251062fc0155afc660ca9e,mps
TRPC_SACS2_Chan_2017,TRPC_SACS2,a5678301cecc2d1e42270d7e64a76f678362100308cd5657af6effe43adc8e9c,248,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-a5678301cecc2d1e4227.npz,295258,eb3eda7e66419e106c0c1c9dc006e1e54f53b62b995382d5ad5d1c6c0d59f78e,mps
TRPC_THEMA_Chan_2017,TRPC_THEMA,6ca2a19c3bc5eeef7bceee36098d50d20b49a9f2ae57b320afc2b026b593b08e,252,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-6ca2a19c3bc5eeef7bce.npz,299950,63f15e2682e4c0dafac34f5807b2d3e19531bd313a34661cd9c89a7e5b8075a5,mps
UBC9_HUMAN_Weile_2017,UBC9_HUMAN,3210d6959f171a29a0e8449c6288087f0aa00967347e5e487e9f02738add9e8c,159,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-3210d6959f171a29a0e8.npz,189144,bcfd9d19ee0ff35626ca2e364a92d093c933285f1c171377ae0b4d59031a9a42,mps
UBE4B_HUMAN_Tsuboyama_2023_3L1X,UBE4B_HUMAN,538bf66468f70ae9a6eb3207c783edfc131745450d0b5c16ef0056ee2b952706,69,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-538bf66468f70ae9a6eb.npz,82836,9d435c7066c933fd8e3b13fd297599c0c4b7e812f2749fc41b7ac60d7e2ed451,mps
UBE4B_MOUSE_Starita_2013,UBE4B_MOUSE,e41f60f5bb7eefdd457c22b691222a67cc22093ad2cac6ab76d6943375d37c53,1173,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-e41f60f5bb7eefdd457c.npz,1390456,c6da4a280d95c6aedb2c3fd0f52595ae94e81e9c19c5c27798825d2997809548,mps
UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5_HUMAN,864587b8306f76b5780c58ceaa873f4b72be8e7b10cfba989dbabf2a58d5242b,58,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-864587b8306f76b5780c.npz,69461,73e619e5abec30dd00809cae10d9b22811cdf3e800adedffa0ac8a4742e95f56,mps
VG08_BPP22_Tsuboyama_2023_2GP8,VG08_BPP22,b6f87533a8ff1ef31f51b628bd0fb5b33c8c62010febbcbf125b6dff215ac47e,40,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-b6f87533a8ff1ef31f51.npz,48208,00cc1f12821d0187d18ee977cd2210b47fd1db9bba921e0285a02fd9ba3a27b7,mps
VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,dd13a6b338efcb4369528c7aaa0f5d44b20ba9b04606ec23a3cfbcb375a3bee0,65,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-dd13a6b338efcb436952.npz,77945,6b7c4a1723c06606824c347f9ac53b74f9d0ecc5428d7ef691eecb30426222d4,mps
VKOR1_HUMAN_Chiasson_2020_abundance,VKOR1_HUMAN,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,163,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-f8e6c25683dd1eb29c9d.npz,193866,36ce3c90670c2735cdeae20749c70ef4231ce6e34efe26aee4f83a042789fb5a,mps
VKOR1_HUMAN_Chiasson_2020_activity,VKOR1_HUMAN,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,163,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-f8e6c25683dd1eb29c9d.npz,193866,36ce3c90670c2735cdeae20749c70ef4231ce6e34efe26aee4f83a042789fb5a,mps
VRPI_BPT7_Tsuboyama_2023_2WNM,VRPI_BPT7,68324989bc95b7ba72f999975255bcbac96f5be75146e497b84ffedb9ad16300,56,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-68324989bc95b7ba72f9.npz,67248,5087f7d4061af6209ffa68823cb80b54fe7a4d3f79a76d4e5277896b7de8c8de,mps
YAIA_ECOLI_Tsuboyama_2023_2KVT,YAIA_ECOLI,506d3ce81c0c4ce4b8f8ec79f98e48ccfd58c2b880cbe05c6e27f9ad36e71cd6,52,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-506d3ce81c0c4ce4b8f8.npz,62408,188379529ebec124a3cc8868b43b1db8ab0e327cbd76bfb7bd0d570d585f1690,mps
YNZC_BACSU_Tsuboyama_2023_2JVD,YNZC_BACSU,6d17003a58eaf6bf74df7eb050a0a13a1a755cf9ee007267fbd31cacf7794afc,39,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-6d17003a58eaf6bf74df.npz,47092,db607bc201977a227c44372e5bedbe6dbeade62e65b154ba9138ff2a1b9365aa,mps
