assay_id,uniprot_id,uniprot_accession,mapping_coverage,canonical_start,canonical_end,pfam_accession,pfam_name,clan_accession,clan_name,domain_start,domain_end,domain_score,overlap_residues,overlap_fraction_of_shorter,qualifies_curated_domain
P53_HUMAN_Giacomelli_2018_WT_Nutlin,P53_HUMAN,P04637,0.9974554707379135,1.0,393.0,PF07710,P53 tetramerisation motif,,,319,357,2.3e-13,39,1.0,True
P53_HUMAN_Giacomelli_2018_WT_Nutlin,P53_HUMAN,P04637,0.9974554707379135,1.0,393.0,PF08563,P53 transactivation motif,,,6,30,2.3e-08,25,1.0,True
P53_HUMAN_Giacomelli_2018_WT_Nutlin,P53_HUMAN,P04637,0.9974554707379135,1.0,393.0,PF18521,Transactivation domain 2,,,35,59,2.2e-14,25,1.0,True
P53_HUMAN_Kotler_2018,P53_HUMAN,P04637,1.0,1.0,393.0,PF00870,P53 DNA-binding domain,CL0073,P53-like,100,288,1.1e-59,189,1.0,True
P53_HUMAN_Kotler_2018,P53_HUMAN,P04637,1.0,1.0,393.0,PF07710,P53 tetramerisation motif,,,319,357,2.3e-13,39,1.0,True
P53_HUMAN_Kotler_2018,P53_HUMAN,P04637,1.0,1.0,393.0,PF08563,P53 transactivation motif,,,6,30,2.3e-08,25,1.0,True
P53_HUMAN_Kotler_2018,P53_HUMAN,P04637,1.0,1.0,393.0,PF18521,Transactivation domain 2,,,35,59,2.2e-14,25,1.0,True
P84126_THETH_Chan_2017,P84126_THETH,P84126,1.0,1.0,254.0,PF00218,Indole-3-glycerol phosphate synthase,CL0036,TIM_barrel,32,252,2.1e-63,221,1.0,True
PABP_YEAST_Melamed_2013,PABP_YEAST,P04147,1.0,1.0,577.0,PF00076,RNA recognition motif,CL0221,RRM,40,109,4.2e-15,70,1.0,True
PABP_YEAST_Melamed_2013,PABP_YEAST,P04147,1.0,1.0,577.0,PF00076,RNA recognition motif,CL0221,RRM,128,196,4.3e-18,69,1.0,True
PABP_YEAST_Melamed_2013,PABP_YEAST,P04147,1.0,1.0,577.0,PF00076,RNA recognition motif,CL0221,RRM,221,289,1.5e-17,69,1.0,True
PABP_YEAST_Melamed_2013,PABP_YEAST,P04147,1.0,1.0,577.0,PF00076,RNA recognition motif,CL0221,RRM,324,392,5.9e-16,69,1.0,True
PABP_YEAST_Melamed_2013,PABP_YEAST,P04147,1.0,1.0,577.0,PF00658,MLLE domain,CL0828,PABC-like,498,563,1.7e-15,66,1.0,True
PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,P05121,1.0,1.0,402.0,PF00079,Serpin (serine protease inhibitor),,,35,402,5.3e-109,368,1.0,True
PA_I34A1_Wu_2015,PA_I34A1,P03433,0.9762569832402235,1.0,715.0,PF00603,Influenza RNA-dependent RNA polymerase subunit PA,CL0236,PDDEXK,21,714,0.0,694,1.0,True
PHOT_CHLRE_Chen_2023,PHOT_CHLRE,Q8LPD9,0.9915254237288136,16.0,133.0,PF00069,Protein kinase domain,CL0016,PKinase,405,553,1.4e-31,0,0.0,False
PHOT_CHLRE_Chen_2023,PHOT_CHLRE,Q8LPD9,0.9915254237288136,16.0,133.0,PF00069,Protein kinase domain,CL0016,PKinase,606,712,4.7e-21,0,0.0,False
PHOT_CHLRE_Chen_2023,PHOT_CHLRE,Q8LPD9,0.9915254237288136,16.0,133.0,PF13426,PAS domain,CL0183,PAS_Fold,28,124,8.8e-20,97,1.0,True
PHOT_CHLRE_Chen_2023,PHOT_CHLRE,Q8LPD9,0.9915254237288136,16.0,133.0,PF13426,PAS domain,CL0183,PAS_Fold,221,318,4.5e-19,0,0.0,False
PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,Q13526,1.0,6.0,44.0,PF00397,WW domain,CL0680,WW,7,37,5.4e-12,31,1.0,True
PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,Q13526,1.0,6.0,44.0,PF00639,PPIC-type PPIASE domain,CL0487,FKBP,59,162,7.9e-19,0,0.0,False
PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,Q99697,0.9807692307692307,90.0,141.0,PF00046,Homeodomain,CL0123,HTH,86,142,1.2e-19,52,1.0,True
PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,Q99697,0.9807692307692307,90.0,141.0,PF03826,OAR motif,,,275,292,3e-05,0,0.0,False
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,Q16512,0.9577464788732394,122.0,189.0,PF00069,Protein kinase domain,CL0016,PKinase,616,874,1.3e-58,0,0.0,False
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,Q16512,0.9577464788732394,122.0,189.0,PF00433,Protein kinase C terminal domain,,,895,937,7.2e-09,0,0.0,False
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,Q16512,0.9577464788732394,122.0,189.0,PF02185,Hr1 repeat,CL0899,HR1,39,98,1.1e-10,0,0.0,False
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,Q16512,0.9577464788732394,122.0,189.0,PF02185,Hr1 repeat,CL0899,HR1,128,193,1.5e-14,62,0.9393939393939394,True
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,Q16512,0.9577464788732394,122.0,189.0,PF02185,Hr1 repeat,CL0899,HR1,214,275,9.1e-14,0,0.0,False
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,P03313,0.9988385598141696,1.0,861.0,PF00073,picornavirus capsid protein,CL0055,Nucleoplasmin,93,302,6.2e-56,210,1.0,True
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,P03313,0.9988385598141696,1.0,861.0,PF00073,picornavirus capsid protein,CL0055,Nucleoplasmin,361,526,2e-47,166,1.0,True
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,P03313,0.9988385598141696,1.0,861.0,PF00548,3C cysteine protease (picornain 3C),CL0124,Peptidase_PA,1541,1706,7.7e-54,0,0.0,False
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,P03313,0.9988385598141696,1.0,861.0,PF00680,Viral RNA-dependent RNA polymerase,CL0027,RdRP,1750,2161,9.4e-49,0,0.0,False
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,P03313,0.9988385598141696,1.0,861.0,PF00910,RNA helicase,CL0023,P-loop_NTPase,1226,1323,1.2e-27,0,0.0,False
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,P03313,0.9988385598141696,1.0,861.0,PF00947,Picornavirus core protein 2A,CL0124,Peptidase_PA,870,996,4.1e-62,0,0.0,False
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,P03313,0.9988385598141696,1.0,861.0,PF01552,Picornavirus 2B protein,,,1001,1100,1.4e-26,0,0.0,False
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,P03313,0.9988385598141696,1.0,861.0,PF02226,Picornavirus coat protein (VP4),CL0055,Nucleoplasmin,2,69,9.6e-27,68,1.0,True
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,P03313,0.9988385598141696,1.0,861.0,PF08727,Poliovirus 3A protein like,,,1434,1490,1.4e-11,0,0.0,False
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,P03313,0.9988385598141696,1.0,861.0,PF22663,Picornavirus coat protein,CL0055,Nucleoplasmin,603,819,5.1e-42,217,1.0,True
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF00869,"Flavivirus glycoprotein, central and dimerisation domains",CL0543,Viral_gly_cn_dm,282,576,0.0,0,0.0,False
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF00948,Flavivirus non-structural Protein NS1,,,777,1129,0.0,0,0.0,False
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF00949,"Peptidase S7, Flavivirus NS3 serine protease",CL0124,Peptidase_PA,1492,1643,1.1e-29,0,0.0,False
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF00972,"Flavivirus RNA-directed RNA polymerase, fingers and palm domains",CL0027,RdRP,2742,3191,0.0,450,1.0,True
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF01002,Flavivirus non-structural protein NS2B,,,1349,1475,3e-41,0,0.0,False
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF01003,Flavivirus capsid protein C,,,5,113,8.8e-28,0,0.0,False
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF01004,Flavivirus envelope glycoprotein M,,,207,279,1.1e-24,0,0.0,False
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF01005,Flavivirus non-structural protein NS2A,,,1138,1313,6.8e-27,0,0.0,False
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF01349,Flavivirus non-structural protein NS4B,,,2244,2484,3.8e-111,0,0.0,False
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF01350,Flavivirus non-structural protein NS4A,,,2099,2240,1e-54,0,0.0,False
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF01570,Flavivirus polyprotein propeptide,,,120,204,9.7e-33,0,0.0,False
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF01728,FtsJ-like methyltransferase,CL0063,NADP_Rossmann,2546,2713,7.7e-17,168,1.0,True
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF02832,"Flavivirus glycoprotein, immunoglobulin-like domain",CL0159,E-set,578,673,2.2e-32,0,0.0,False
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF07652,Flavivirus DEAD domain,CL0023,P-loop_NTPase,1658,1805,2e-69,0,0.0,False
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF20483,"Flavivirus RNA-directed RNA polymerase, thumb domain",CL0027,RdRP,3196,3358,1e-71,163,1.0,True
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF20907,"Flavivirus NS3 helicase, C-terminal helical domain",,,1949,2091,2.2e-61,0,0.0,False
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,P29990,0.9922222222222222,2492.0,3391.0,PF21659,"Flavivirus envelope glycoprotein E, stem/anchor domain",,,676,770,3e-43,0,0.0,False
POLG_HCVJF_Qi_2014,POLG_HCVJF,Q99IB8,1.0,1984.0,2089.0,PF00998,Viral RNA dependent RNA polymerase,CL0027,RdRP,2445,2955,0.0,0,0.0,False
POLG_HCVJF_Qi_2014,POLG_HCVJF,Q99IB8,1.0,1984.0,2089.0,PF01001,Hepatitis C virus non-structural protein NS4b,,,1733,1925,7.4e-76,0,0.0,False
POLG_HCVJF_Qi_2014,POLG_HCVJF,Q99IB8,1.0,1984.0,2089.0,PF01006,Hepatitis C virus non-structural protein NS4a,,,1662,1715,7.9e-19,0,0.0,False
POLG_HCVJF_Qi_2014,POLG_HCVJF,Q99IB8,1.0,1984.0,2089.0,PF01506,Hepatitis C virus non-structural 5a protein membrane anchor,,,1978,1999,3e-06,16,0.7272727272727273,True
POLG_HCVJF_Qi_2014,POLG_HCVJF,Q99IB8,1.0,1984.0,2089.0,PF01538,Hepatitis C virus non-structural protein NS2,,,818,1009,8.4e-82,0,0.0,False
POLG_HCVJF_Qi_2014,POLG_HCVJF,Q99IB8,1.0,1984.0,2089.0,PF01539,Hepatitis C virus envelope glycoprotein E1,,,193,382,1.2e-105,0,0.0,False
POLG_HCVJF_Qi_2014,POLG_HCVJF,Q99IB8,1.0,1984.0,2089.0,PF01542,Hepatitis C virus core protein,,,116,190,3.2e-41,0,0.0,False
POLG_HCVJF_Qi_2014,POLG_HCVJF,Q99IB8,1.0,1984.0,2089.0,PF01543,Hepatitis C virus capsid protein,,,2,115,5.9e-50,0,0.0,False
POLG_HCVJF_Qi_2014,POLG_HCVJF,Q99IB8,1.0,1984.0,2089.0,PF01560,Hepatitis C virus non-structural protein E2/NS1,,,387,733,0.0,0,0.0,False
POLG_HCVJF_Qi_2014,POLG_HCVJF,Q99IB8,1.0,1984.0,2089.0,PF02907,Hepatitis C virus NS3 protease,CL0124,Peptidase_PA,1060,1206,1e-64,0,0.0,False
POLG_HCVJF_Qi_2014,POLG_HCVJF,Q99IB8,1.0,1984.0,2089.0,PF07652,Flavivirus DEAD domain,CL0023,P-loop_NTPase,1295,1359,0.023,0,0.0,False
POLG_HCVJF_Qi_2014,POLG_HCVJF,Q99IB8,1.0,1984.0,2089.0,PF08300,Hepatitis C virus non-structural 5a zinc finger domain,,,2010,2070,2e-20,61,1.0,True
POLG_HCVJF_Qi_2014,POLG_HCVJF,Q99IB8,1.0,1984.0,2089.0,PF08301,Hepatitis C virus non-structural 5a domain 1b,,,2072,2172,1.3e-36,18,0.1782178217821782,False
POLG_HCVJF_Qi_2014,POLG_HCVJF,Q99IB8,1.0,1984.0,2089.0,PF12941,HCV NS5a protein C-terminal region,,,2184,2406,4.4e-61,0,0.0,False
POLG_HCVJF_Qi_2014,POLG_HCVJF,Q99IB8,1.0,1984.0,2089.0,PF22027,"NS3 RNA helicase, C-terminal helical domain",,,1520,1659,6.2e-81,0,0.0,False
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,Q9QEJ5,1.0,950.0,1002.0,PF00680,Viral RNA-dependent RNA polymerase,CL0027,RdRP,1236,1660,1.4e-77,0,0.0,False
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,Q9QEJ5,1.0,950.0,1002.0,PF00910,RNA helicase,CL0023,P-loop_NTPase,460,554,4.1e-17,0,0.0,False
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,Q9QEJ5,1.0,950.0,1002.0,PF00915,Calicivirus coat protein,CL0055,Nucleoplasmin,1733,1990,5.5e-61,0,0.0,False
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,Q9QEJ5,1.0,950.0,1002.0,PF03510,2C endopeptidase (C24) cysteine protease family,CL0124,Peptidase_PA,1063,1169,3.2e-13,0,0.0,False
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,Q9QEJ5,1.0,950.0,1002.0,PF20915,Viral genome-linked protein,,,940,999,1.1e-08,50,0.9433962264150944,True
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,P37231,1.0,1.0,505.0,PF00104,Ligand-binding domain of nuclear hormone receptor,,,319,485,5.3e-17,167,1.0,True
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,P37231,1.0,1.0,505.0,PF00105,"Double treble clef zinc finger, C4 type",CL0839,Tbcl_zf,138,204,8.3e-24,67,1.0,True
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,P37231,1.0,1.0,505.0,PF12577,PPAR gamma N-terminal region,,,31,108,2e-35,78,1.0,True
PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,O15297,1.0,1.0,605.0,PF00481,Protein phosphatase 2C,CL0238,PP2C,71,360,5.3e-61,290,1.0,True
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,O75400,1.0,387.0,449.0,PF00397,WW domain,CL0680,WW,145,171,8.2e-08,0,0.0,False
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,O75400,1.0,387.0,449.0,PF00397,WW domain,CL0680,WW,185,212,2e-05,0,0.0,False
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,O75400,1.0,387.0,449.0,PF01846,FF domain,CL0584,FF,395,444,7.1e-14,50,1.0,True
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,O75400,1.0,387.0,449.0,PF01846,FF domain,CL0584,FF,462,510,0.13,0,0.0,False
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,O75400,1.0,387.0,449.0,PF01846,FF domain,CL0584,FF,609,664,5.9e-06,0,0.0,False
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,O75400,1.0,387.0,449.0,PF01846,FF domain,CL0584,FF,746,796,0.00051,0,0.0,False
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,O75400,1.0,387.0,449.0,PF25432,"PRPF40A-like, FF domain",CL0584,FF,671,729,7.6e-22,0,0.0,False
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,O60260,1.0,1.0,465.0,PF00240,Ubiquitin family,CL0072,Ubiquitin,3,72,3.7e-15,70,1.0,True
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,O60260,1.0,1.0,465.0,PF17976,RING/Ubox like zinc-binding domain,CL0229,RING,145,217,1.1e-35,73,1.0,True
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,O60260,1.0,1.0,465.0,PF17978,RING/Ubox like zinc-binding domain,CL0229,RING,228,318,2.7e-42,91,1.0,True
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,O60260,1.0,1.0,465.0,PF22605,IBR domain,CL0229,RING,411,459,2.8e-12,49,1.0,True
PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,P31969,1.0,2.0,69.0,PF02427,Photosystem I reaction centre subunit IV / PsaE,CL0010,SH3,3,69,1.4e-30,67,1.0,True
PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN,P60484,1.0,1.0,403.0,PF10409,C2 domain of PTEN tumour-suppressor protein,CL0154,C2,189,348,1.7e-35,160,1.0,True
PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN,P60484,1.0,1.0,403.0,PF22785,"Polymorphic toxin system, DSP-PTPase phosphatase",CL0031,Phosphatase,67,143,6.9e-06,77,1.0,True
PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,P60484,1.0,1.0,403.0,PF10409,C2 domain of PTEN tumour-suppressor protein,CL0154,C2,189,348,1.7e-35,160,1.0,True
PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,P60484,1.0,1.0,403.0,PF22785,"Polymorphic toxin system, DSP-PTPase phosphatase",CL0031,Phosphatase,67,143,6.9e-06,77,1.0,True
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN,Q53Z42,1.0,1.0,365.0,PF00129,"Class I Histocompatibility antigen, domains alpha 1 and 2",CL0343,MHC,25,203,1.4e-88,179,1.0,True
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN,Q53Z42,1.0,1.0,365.0,PF06623,MHC_I C-terminus,,,337,364,2.8e-12,28,1.0,True
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN,Q53Z42,1.0,1.0,365.0,PF07654,Immunoglobulin C1-set domain,CL0159,E-set,218,290,9.5e-11,73,1.0,True
Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN,Q53Z42,1.0,1.0,365.0,PF00129,"Class I Histocompatibility antigen, domains alpha 1 and 2",CL0343,MHC,25,203,1.4e-88,179,1.0,True
Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN,Q53Z42,1.0,1.0,365.0,PF06623,MHC_I C-terminus,,,337,364,2.8e-12,28,1.0,True
Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN,Q53Z42,1.0,1.0,365.0,PF07654,Immunoglobulin C1-set domain,CL0159,E-set,218,290,9.5e-11,73,1.0,True
Q6WV12_9MAXI_Somermeyer_2022,Q6WV12_9MAXI,Q6WV12,1.0,1.0,222.0,PF01353,Green fluorescent protein,CL0069,GFP,4,217,6.1e-52,214,1.0,True
Q837P4_ENTFA_Meier_2023,Q837P4_ENTFA,Q837P4,1.0,1.0,589.0,PF00005,ABC transporter,CL0023,P-loop_NTPase,366,515,1.3e-28,150,1.0,True
Q837P4_ENTFA_Meier_2023,Q837P4_ENTFA,Q837P4,1.0,1.0,589.0,PF00664,ABC transporter transmembrane region,CL0241,ABC_membrane,23,303,5.5e-43,281,1.0,True
Q837P5_ENTFA_Meier_2023,Q837P5_ENTFA,Q837P5,1.0,1.0,571.0,PF00005,ABC transporter,CL0023,P-loop_NTPase,346,495,2.4e-27,150,1.0,True
Q837P5_ENTFA_Meier_2023,Q837P5_ENTFA,Q837P5,1.0,1.0,571.0,PF00664,ABC transporter transmembrane region,CL0241,ABC_membrane,16,284,5.5e-29,269,1.0,True
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Q8WTC7,1.0,1.0,238.0,PF01353,Green fluorescent protein,CL0069,GFP,14,227,1.2e-54,214,1.0,True
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF00680,Viral RNA-dependent RNA polymerase,CL0027,RdRP,4889,5173,4.7e-10,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF01661,Macro domain,CL0223,MACRO,1058,1164,9.5e-16,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF05409,Coronavirus endopeptidase C30,CL0124,Peptidase_PA,3292,3575,2.7e-114,278,0.9788732394366197,True
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF06460,Coronavirus 2'-O-methyltransferase,CL0063,NADP_Rossmann,6800,7095,0.0,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF06471,Coronavirus proofreading exoribonuclease,CL0063,NADP_Rossmann,5929,6449,0.0,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF06478,"Coronavirus RNA-dependent RNA polymerase, N-terminal",,,4407,4758,0.0,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF08710,Coronavirus replicase NSP9,CL0504,Phage_barrel,4141,4253,3.2e-35,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF08715,Coronavirus papain-like peptidase,CL0125,Peptidase_CA,1564,1882,8.5e-126,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF08716,Coronavirus replicase NSP7,,,3860,3942,1.9e-29,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF08717,Coronavirus replicase NSP8,,,3943,4140,3e-79,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF09401,Coronavirus RNA synthesis protein NSP10,,,4263,4384,8.8e-52,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF11501,Betacoronavirus replicase NSP1,,,9,131,8.7e-06,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF11633,Betacoronavirus single-stranded poly(A) binding domain,CL0223,MACRO,1351,1493,2.2e-73,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF12124,Betacoronavirus SUD-C domain,CL0789,SUD_C-like,1498,1561,1.5e-26,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF12379,"Betacoronavirus replicase NSP3, N-terminal",,,880,1050,3.6e-43,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF13087,AAA domain,CL0023,P-loop_NTPase,5762,5899,0.0013,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF16251,Betacoronavirus nucleic acid-binding (NAB),,,1899,2029,3.1e-32,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF16348,"Coronavirus replicase NSP4, C-terminal",,,3166,3263,5.4e-32,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF19211,"Coronavirus replicase NSP2, N-terminal",,,184,423,3e-19,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF19213,Coronavirus replicase NSP6,,,3599,3859,1.7e-49,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF19215,"Coronavirus replicase NSP15, uridylate-specific endoribonuclease",CL0695,EndoU,6644,6796,1.3e-59,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF19216,"Coronavirus replicase NSP15, middle domain",,,6514,6636,1.3e-26,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF19217,"Coronavirus replicase NSP4, N-terminal",,,2792,3141,4.6e-110,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF19218,"Coronavirus replicase NSP3, C-terminal",,,2262,2748,6.7e-127,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF19219,"Coronavirus replicase NSP15, N-terminal oligomerisation",,,6453,6513,9e-26,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF20631,"Coronavirus Nonstructural protein 13, 1B domain",CL0866,ALR_C-like,5472,5552,1.5e-35,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF20632,"Coronavirus Non-structural protein 13, zinc-binding domain",,,5326,5418,1.6e-41,0,0.0,False
R1AB_SARS2_Flynn_2022,R1AB_SARS2,P0DTD1,1.0,3264.0,3569.0,PF20633,"Coronavirus Nonstructural protein 13, stalk domain",,,5421,5468,3.2e-21,0,0.0,False
RAD_ANTMA_Tsuboyama_2023_2CJJ,RAD_ANTMA,Q58FS3,1.0,10.0,63.0,PF00249,Myb-like DNA-binding domain,CL0123,HTH,10,53,0.00039,44,1.0,True
RASH_HUMAN_Bandaru_2017,RASH_HUMAN,P01112,1.0,1.0,189.0,PF00071,Ras family,CL0023,P-loop_NTPase,5,164,2.3e-57,160,1.0,True
RASK_HUMAN_Weng_2022_abundance,RASK_HUMAN,P01116,0.8882978723404256,1.0,187.0,PF00071,Ras family,CL0023,P-loop_NTPase,5,164,1.6e-57,160,1.0,True
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,P01116,0.8882978723404256,1.0,187.0,PF00071,Ras family,CL0023,P-loop_NTPase,5,164,1.6e-57,160,1.0,True
RBP1_HUMAN_Tsuboyama_2023_2KWH,RBP1_HUMAN,Q15311,0.9807692307692307,393.0,444.0,PF00620,RhoGAP domain,CL0409,GAP,210,351,3.8e-41,0,0.0,False
RBP1_HUMAN_Tsuboyama_2023_2KWH,RBP1_HUMAN,Q15311,0.9807692307692307,393.0,444.0,PF20924,"RLIP76, Ral binding domain",,,398,445,9.1e-22,47,0.9791666666666666,True
