panel_id,target_id,protein_id,pfam_accession,pfam_name,clan_accession,clan_name,pfam_clan_family_id,domain_start,domain_end,annotation_source
venusmuthub-v1,venus-26da37179e20d7ed,Q02353,PF25119,"Heparan sulfate-N-deacetylase, N-terminal domain",CL0883,CBM87,clan:CL0883,81.0,301.0,InterPro/UniProt
venusmuthub-v1,venus-2b9577dc9c561b21,P0A2M9,PF03536,OspF/SpvC,CL0944,HopA1-like,clan:CL0944,2.0,241.0,InterPro/UniProt
venusmuthub-v1,venus-2ebb2bc9d643c1fb,P51697,PF13577,SnoaL-like domain,CL0051,NTF2,clan:CL0051,6.0,130.0,InterPro/UniProt
venusmuthub-v1,venus-320f26d1be8a0cb0,Q58431,PF03313,Serine dehydratase alpha chain,CL0722,SDH_alpha,clan:CL0722,135.0,381.0,InterPro/UniProt
venusmuthub-v1,venus-396cc9af2c1e8c61,A0A0P0ZBS7,PF02746,"Mandelate racemase / muconate lactonizing enzyme, N-terminal domain",CL0227,Enolase_N,clan:CL0227,9.0,127.0,InterPro/UniProt
venusmuthub-v1,venus-396cc9af2c1e8c61,A0A0P0ZBS7,PF13378,Enolase C-terminal domain-like,CL0036,TIM_barrel,clan:CL0036,151.0,356.0,InterPro/UniProt
venusmuthub-v1,venus-39a9db03eeb2ed00,A2RJT9,PF01180,Dihydroorotate dehydrogenase,CL0036,TIM_barrel,clan:CL0036,1.0,293.0,InterPro/UniProt
venusmuthub-v1,venus-409980eb48704393,A4QAA6,PF02548,Ketopantoate hydroxymethyltransferase,CL0036,TIM_barrel,clan:CL0036,10.0,266.0,InterPro/UniProt
venusmuthub-v1,venus-422f5a848c7a8657,Q16769,PF04389,Peptidase family M28,CL0865,ZnExoPePases,clan:CL0865,122.0,352.0,InterPro/UniProt
venusmuthub-v1,venus-454b0fb8de143bcd,P24058,PF00206,Lyase,,,pfam:PF00206,13.0,307.0,InterPro/UniProt
venusmuthub-v1,venus-454b0fb8de143bcd,P24058,PF14698,Argininosuccinate lyase C-terminal,,,pfam:PF14698,370.0,437.0,InterPro/UniProt
venusmuthub-v1,venus-4701fdeb4ac57086,Q887Q3,PF13229,Right handed beta helix region,CL0268,Pec_lyase-like,clan:CL0268,292.0,435.0,InterPro/UniProt
venusmuthub-v1,venus-4bcbc7d4640f3c6b,Q02890,PF01841,Transglutaminase-like superfamily,CL0125,Peptidase_CA,clan:CL0125,167.0,235.0,InterPro/UniProt
venusmuthub-v1,venus-4d282f160e018c4f,A0A059TC02,PF01370,NAD dependent epimerase/dehydratase family,CL0063,NADP_Rossmann,clan:CL0063,9.0,241.0,InterPro/UniProt
venusmuthub-v1,venus-50eca14579e1a453,P0ADG7,PF00478,IMP dehydrogenase / GMP reductase domain,CL0036,TIM_barrel,clan:CL0036,8.0,94.0,InterPro/UniProt
venusmuthub-v1,venus-50eca14579e1a453,P0ADG7,PF00478,IMP dehydrogenase / GMP reductase domain,CL0036,TIM_barrel,clan:CL0036,141.0,152.0,InterPro/UniProt
venusmuthub-v1,venus-50eca14579e1a453,P0ADG7,PF00478,IMP dehydrogenase / GMP reductase domain,CL0036,TIM_barrel,clan:CL0036,205.0,473.0,InterPro/UniProt
venusmuthub-v1,venus-50eca14579e1a453,P0ADG7,PF00571,CBS domain,,,pfam:PF00571,95.0,140.0,InterPro/UniProt
venusmuthub-v1,venus-50eca14579e1a453,P0ADG7,PF00571,CBS domain,,,pfam:PF00571,153.0,204.0,InterPro/UniProt
venusmuthub-v1,venus-581332e2a42b24c1,P58004,PF04636,PA26 p53-induced protein (sestrin),CL0423,AhpD-like,clan:CL0423,44.0,479.0,InterPro/UniProt
venusmuthub-v1,venus-63545238edf5954f,P0A873,PF01746,tRNA (Guanine-1)-methyltransferase TrmD,CL0098,SPOUT,clan:CL0098,1.0,225.0,InterPro/UniProt
venusmuthub-v1,venus-64be3ba2a292eb0f,C6DAH4,PF14489,QueF-like protein,CL0334,THBO-biosyn,clan:CL0334,196.0,270.0,InterPro/UniProt
venusmuthub-v1,venus-64be3ba2a292eb0f,C6DAH4,PF14819,"Nitrile reductase, 7-cyano-7-deazaguanine-reductase N-term",CL0334,THBO-biosyn,clan:CL0334,21.0,131.0,InterPro/UniProt
venusmuthub-v1,venus-69d5ae4457f6205e,P05030,PF00122,P-type ATPase actuator domain,,,pfam:PF00122,176.0,276.0,InterPro/UniProt
venusmuthub-v1,venus-69d5ae4457f6205e,P05030,PF00690,"Cation transporter/ATPase, N-terminus",,,pfam:PF00690,78.0,134.0,InterPro/UniProt
venusmuthub-v1,venus-69d5ae4457f6205e,P05030,PF00702,haloacid dehalogenase-like hydrolase,CL0137,HAD,clan:CL0137,375.0,646.0,InterPro/UniProt
venusmuthub-v1,venus-6df418116e5febc9,P78330,PF00702,haloacid dehalogenase-like hydrolase,CL0137,HAD,clan:CL0137,15.0,187.0,InterPro/UniProt
venusmuthub-v1,venus-71acb42055dde189,Q071N0,PF00106,short chain dehydrogenase,CL0063,NADP_Rossmann,clan:CL0063,14.0,106.0,InterPro/UniProt
venusmuthub-v1,venus-71acb42055dde189,Q071N0,PF13561,Enoyl-(Acyl carrier protein) reductase,CL0063,NADP_Rossmann,clan:CL0063,227.0,279.0,InterPro/UniProt
venusmuthub-v1,venus-71ec9b1cef7a8594,Q7SIG4,PF08450,SMP-30/Gluconolactonase/LRE-like region,CL0186,Beta_propeller,clan:CL0186,20.0,286.0,InterPro/UniProt
venusmuthub-v1,venus-751367a60fd75330,P49768,PF01080,Presenilin,CL0130,Peptidase_AD,clan:CL0130,76.0,457.0,InterPro/UniProt
venusmuthub-v1,venus-7bf6ce2de8172342,Q8GCH2,PF22059,"Glucuronosyltransferase GumK, N-terminal domain",CL0113,GT-B,clan:CL0113,19.0,185.0,InterPro/UniProt
venusmuthub-v1,venus-7f1786770ae32614,Q8JFY9,PF09412,Endoribonuclease XendoU,CL0695,EndoU,clan:CL0695,11.0,281.0,InterPro/UniProt
venusmuthub-v1,venus-8372a9e4bb1e26bb,A0A0H2V871,PF00756,Putative esterase,CL0028,AB_hydrolase,clan:CL0028,67.0,200.0,InterPro/UniProt
venusmuthub-v1,venus-85368d807d9e50cd,P73832,PF03575,Peptidase family S51,CL0014,Glutaminase_I,clan:CL0014,9.0,212.0,InterPro/UniProt
venusmuthub-v1,venus-8c837ded111ff685,Q14RS0,PF00457,Glycosyl hydrolases family 11,CL0004,Concanavalin,clan:CL0004,2.0,180.0,InterPro/UniProt
venusmuthub-v1,venus-9357562029b4557a,Q86GC8,PF00135,Carboxylesterase family,CL0028,AB_hydrolase,clan:CL0028,133.0,653.0,InterPro/UniProt
venusmuthub-v1,venus-a60540654b3cbbf9,Q8LPL7,PF00962,Adenosine deaminase,CL0036,TIM_barrel,clan:CL0036,8.0,344.0,InterPro/UniProt
venusmuthub-v1,venus-aae92adf06e389cd,P14779,PF00067,Cytochrome P450,,,pfam:PF00067,11.0,448.0,InterPro/UniProt
venusmuthub-v1,venus-aae92adf06e389cd,P14779,PF00175,Oxidoreductase NAD-binding domain,CL0091,NAD_Ferredoxin,clan:CL0091,901.0,1011.0,InterPro/UniProt
venusmuthub-v1,venus-aae92adf06e389cd,P14779,PF00258,Flavodoxin,CL0042,Flavoprotein,clan:CL0042,485.0,617.0,InterPro/UniProt
venusmuthub-v1,venus-aae92adf06e389cd,P14779,PF00667,FAD binding domain,CL0866,ALR_C-like,clan:CL0866,661.0,868.0,InterPro/UniProt
venusmuthub-v1,venus-ad4f94972c4850d0,Q16774,PF00625,Guanylate kinase,CL0023,P-loop_NTPase,clan:CL0023,5.0,187.0,InterPro/UniProt
venusmuthub-v1,venus-b09ae7265d5add56,O06543,PF02515,CoA-transferase family III,,,pfam:PF02515,5.0,343.0,InterPro/UniProt
venusmuthub-v1,venus-b14a3532d287755b,P52061,PF01725,Ham1 family,CL0269,Maf,clan:CL0269,4.0,192.0,InterPro/UniProt
venusmuthub-v1,venus-b1ee988208ad234a,O94220,PF00251,Glycosyl hydrolases family 32 N-terminal domain,CL0143,B_Fructosidase,clan:CL0143,33.0,356.0,InterPro/UniProt
venusmuthub-v1,venus-b1ee988208ad234a,O94220,PF08244,Glycosyl hydrolases family 32 C terminal,CL0004,Concanavalin,clan:CL0004,366.0,511.0,InterPro/UniProt
venusmuthub-v1,venus-b2c012e22fa464aa,P80036,PF00704,Glycosyl hydrolases family 18,CL0036,TIM_barrel,clan:CL0036,82.0,200.0,InterPro/UniProt
venusmuthub-v1,venus-b41bf48f310c59c1,O54728,PF00657,GDSL-like Lipase/Acylhydrolase,CL0264,SGNH_hydrolase,clan:CL0264,398.0,669.0,InterPro/UniProt
venusmuthub-v1,venus-b41bf48f310c59c1,O54728,PF00657,GDSL-like Lipase/Acylhydrolase,CL0264,SGNH_hydrolase,clan:CL0264,745.0,1019.0,InterPro/UniProt
venusmuthub-v1,venus-b41bf48f310c59c1,O54728,PF00657,GDSL-like Lipase/Acylhydrolase,CL0264,SGNH_hydrolase,clan:CL0264,1101.0,1366.0,InterPro/UniProt
venusmuthub-v1,venus-b967cccca11973b6,Q51559,PF00561,alpha/beta hydrolase fold,CL0028,AB_hydrolase,clan:CL0028,29.0,253.0,InterPro/UniProt
venusmuthub-v1,venus-ba70e13e9f086bea,Q57261,PF01142,tRNA pseudouridine synthase D (TruD),CL0649,PseudoU_synth,clan:CL0649,8.0,167.0,InterPro/UniProt
venusmuthub-v1,venus-ba70e13e9f086bea,Q57261,PF01142,tRNA pseudouridine synthase D (TruD),CL0649,PseudoU_synth,clan:CL0649,188.0,337.0,InterPro/UniProt
venusmuthub-v1,venus-ba768a97843a2ef2,E8RUP5,PF00326,Prolyl oligopeptidase family,CL0028,AB_hydrolase,clan:CL0028,507.0,661.0,InterPro/UniProt
venusmuthub-v1,venus-bce692cd15f4091a,O75355,PF01150,GDA1/CD39 (nucleoside phosphatase) family,CL0108,Actin_ATPase,clan:CL0108,56.0,477.0,InterPro/UniProt
venusmuthub-v1,venus-bff43a6e4a79b5f8,Q86XE5,PF00701,Dihydrodipicolinate synthetase family,CL0036,TIM_barrel,clan:CL0036,35.0,318.0,InterPro/UniProt
venusmuthub-v1,venus-c0ca168b53919943,Q8IYT2,PF01728,FtsJ-like methyltransferase,CL0063,NADP_Rossmann,clan:CL0063,112.0,319.0,InterPro/UniProt
venusmuthub-v1,venus-c3600923ab93ac4e,P46544,PF00561,alpha/beta hydrolase fold,CL0028,AB_hydrolase,clan:CL0028,29.0,278.0,InterPro/UniProt
venusmuthub-v1,venus-c71bd410457488cf,P46849,PF01137,RNA 3'-terminal phosphate cyclase,CL0290,EPT_RTPC,clan:CL0290,12.0,183.0,InterPro/UniProt
venusmuthub-v1,venus-c71bd410457488cf,P46849,PF01137,RNA 3'-terminal phosphate cyclase,CL0290,EPT_RTPC,clan:CL0290,275.0,325.0,InterPro/UniProt
venusmuthub-v1,venus-c71bd410457488cf,P46849,PF05189,"RNA 3'-terminal phosphate cyclase (RTC), insert domain",,,pfam:PF05189,184.0,274.0,InterPro/UniProt
venusmuthub-v1,venus-c7eb0ffd0c784af8,P9WHH9,PF02852,"Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain",CL0608,Reductase_C,clan:CL0608,346.0,452.0,InterPro/UniProt
venusmuthub-v1,venus-c7eb0ffd0c784af8,P9WHH9,PF07992,Pyridine nucleotide-disulphide oxidoreductase,CL0063,NADP_Rossmann,clan:CL0063,4.0,324.0,InterPro/UniProt
venusmuthub-v1,venus-cbc03f40f9753339,P77555,PF02615,Malate/L-lactate dehydrogenase,,,pfam:PF02615,3.0,331.0,InterPro/UniProt
venusmuthub-v1,venus-cf2e570131b80556,Q03154,PF01546,Peptidase family M20/M25/M40,CL0865,ZnExoPePases,clan:CL0865,76.0,188.0,InterPro/UniProt
venusmuthub-v1,venus-cf2e570131b80556,Q03154,PF01546,Peptidase family M20/M25/M40,CL0865,ZnExoPePases,clan:CL0865,299.0,395.0,InterPro/UniProt
venusmuthub-v1,venus-cf2e570131b80556,Q03154,PF07687,Peptidase dimerisation domain,,,pfam:PF07687,189.0,298.0,InterPro/UniProt
venusmuthub-v1,venus-d0585182abfe2660,I6XD65,PF00857,Isochorismatase domain,,,pfam:PF00857,3.0,182.0,InterPro/UniProt
venusmuthub-v1,venus-d5b579600238875d,Q2FHP2,PF01252,Signal peptidase (SPase) II,,,pfam:PF01252,13.0,151.0,InterPro/UniProt
venusmuthub-v1,venus-d7597d795a65b040,Q2FV54,PF01757,Acyltransferase domain,CL0316,Acyl_transf_3,clan:CL0316,19.0,344.0,InterPro/UniProt
venusmuthub-v1,venus-d98b2269ed529294,P08684,PF00067,Cytochrome P450,,,pfam:PF00067,39.0,493.0,InterPro/UniProt
venusmuthub-v1,venus-db6f99c2f0c1c621,Q3YW59,PF00122,P-type ATPase actuator domain,,,pfam:PF00122,234.0,334.0,InterPro/UniProt
venusmuthub-v1,venus-db6f99c2f0c1c621,Q3YW59,PF00403,Heavy-metal-associated domain,CL0704,HMA,clan:CL0704,53.0,109.0,InterPro/UniProt
venusmuthub-v1,venus-db6f99c2f0c1c621,Q3YW59,PF00702,haloacid dehalogenase-like hydrolase,CL0137,HAD,clan:CL0137,433.0,639.0,InterPro/UniProt
venusmuthub-v1,venus-db874159a334ddcf,P06802,PF01033,Somatomedin B domain,,,pfam:PF01033,88.0,124.0,InterPro/UniProt
venusmuthub-v1,venus-db874159a334ddcf,P06802,PF01033,Somatomedin B domain,,,pfam:PF01033,129.0,168.0,InterPro/UniProt
venusmuthub-v1,venus-db874159a334ddcf,P06802,PF01223,DNA/RNA non-specific endonuclease,CL0263,His-Me_finger,clan:CL0263,656.0,843.0,InterPro/UniProt
venusmuthub-v1,venus-db874159a334ddcf,P06802,PF01663,Type I phosphodiesterase / nucleotide pyrophosphatase,CL0088,Alk_phosphatase,clan:CL0088,194.0,520.0,InterPro/UniProt
venusmuthub-v1,venus-de4763156d0659c0,A4XGA6,PF07221,N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase),CL0059,6_Hairpin,clan:CL0059,32.0,370.0,InterPro/UniProt
venusmuthub-v1,venus-e106cf9431361c23,P0A8I5,PF02390,Putative methyltransferase,CL0063,NADP_Rossmann,clan:CL0063,64.0,233.0,InterPro/UniProt
venusmuthub-v1,venus-e2c390013035df74,Q70PR7,PF02458,Transferase family,CL0149,CoA-acyltrans,clan:CL0149,5.0,406.0,InterPro/UniProt
venusmuthub-v1,venus-e534b07a29d6ecf2,P73574,PF00106,short chain dehydrogenase,CL0063,NADP_Rossmann,clan:CL0063,7.0,200.0,InterPro/UniProt
venusmuthub-v1,venus-e67b2509cf424b88,D4Z2G1,PF00561,alpha/beta hydrolase fold,CL0028,AB_hydrolase,clan:CL0028,31.0,279.0,InterPro/UniProt
venusmuthub-v1,venus-e882ec45e80e2ece,P36136,PF00300,Histidine phosphatase superfamily (branch 1),CL0071,His_phosphatase,clan:CL0071,9.0,193.0,InterPro/UniProt
venusmuthub-v1,venus-ee4abb868ebd5357,P33018,PF00756,Putative esterase,CL0028,AB_hydrolase,clan:CL0028,21.0,271.0,InterPro/UniProt
venusmuthub-v1,venus-f215fc047b4ec592,A0A0K8P8E7,PF07519,Tannase and feruloyl esterase,CL0028,AB_hydrolase,clan:CL0028,105.0,600.0,InterPro/UniProt
venusmuthub-v1,venus-f2eeeee6f8bc57e6,P15042,PF00533,BRCA1 C Terminus (BRCT) domain,CL0459,BRCT-like,clan:CL0459,596.0,668.0,InterPro/UniProt
venusmuthub-v1,venus-f2eeeee6f8bc57e6,P15042,PF01653,NAD-dependent DNA ligase adenylation domain,CL0179,ATP-grasp,clan:CL0179,68.0,318.0,InterPro/UniProt
venusmuthub-v1,venus-f2eeeee6f8bc57e6,P15042,PF03119,NAD-dependent DNA ligase C4 zinc finger domain,,,pfam:PF03119,407.0,434.0,InterPro/UniProt
venusmuthub-v1,venus-f2eeeee6f8bc57e6,P15042,PF03120,NAD-dependent DNA ligase OB-fold domain,CL0021,OB,clan:CL0021,322.0,398.0,InterPro/UniProt
venusmuthub-v1,venus-f2eeeee6f8bc57e6,P15042,PF12826,Helix-hairpin-helix motif,CL0198,HHH,clan:CL0198,510.0,573.0,InterPro/UniProt
venusmuthub-v1,venus-f2eeeee6f8bc57e6,P15042,PF14520,SAM-like Helix-hairpin-helix tandem,CL0198,HHH,clan:CL0198,449.0,502.0,InterPro/UniProt
venusmuthub-v1,venus-f2eeeee6f8bc57e6,P15042,PF22745,"DNA ligase-like, N-terminal NAD+-binding domain",,,pfam:PF22745,1.0,63.0,InterPro/UniProt
venusmuthub-v1,venus-f4124bbcd051f818,P00813,PF00962,Adenosine deaminase,CL0036,TIM_barrel,clan:CL0036,10.0,349.0,InterPro/UniProt
venusmuthub-v1,venus-f68755df0ab4af4d,P25745,PF03054,tRNA methyl transferase HUP domain,CL0039,HUP,clan:CL0039,6.0,202.0,InterPro/UniProt
venusmuthub-v1,venus-f68755df0ab4af4d,P25745,PF20258,Aminomethyltransferase beta-barrel domain,CL0740,GCV_T_C,clan:CL0740,286.0,360.0,InterPro/UniProt
venusmuthub-v1,venus-f68755df0ab4af4d,P25745,PF20259,tRNA methyl transferase PRC-barrel domain,CL0350,PRC-barrel,clan:CL0350,208.0,275.0,InterPro/UniProt
venusmuthub-v1,venus-f6ad6a376a4ccae7,P95480,PF04820,Tryptophan halogenase,CL0063,NADP_Rossmann,clan:CL0063,7.0,482.0,InterPro/UniProt
venusmuthub-v1,venus-fb1d8ed35888b3e5,Q44244,PF02746,"Mandelate racemase / muconate lactonizing enzyme, N-terminal domain",CL0227,Enolase_N,clan:CL0227,8.0,122.0,InterPro/UniProt
venusmuthub-v1,venus-fb1d8ed35888b3e5,Q44244,PF13378,Enolase C-terminal domain-like,CL0036,TIM_barrel,clan:CL0036,152.0,351.0,InterPro/UniProt
venusmuthub-v1,venus-fb40294d4c662251,P27346,PF00208,Glutamate/Leucine/Phenylalanine/Valine dehydrogenase,CL0063,NADP_Rossmann,clan:CL0063,182.0,419.0,InterPro/UniProt
venusmuthub-v1,venus-fb40294d4c662251,P27346,PF02812,"Glu/Leu/Phe/Val dehydrogenase, dimerisation domain",CL0603,AA_dh_N,clan:CL0603,36.0,164.0,InterPro/UniProt
venusmuthub-v1,venus-fdef8e3435880467,P32738,PF00755,Choline/Carnitine o-acyltransferase,CL0149,CoA-acyltrans,clan:CL0149,26.0,603.0,InterPro/UniProt
